meal_names,meal_ingredients,meal_tags,meal_urls,meal_cousine_names,meal_images
Хумус с инжиром,"{'Вода': '15 мл', 'Тахини': '50 г', 'Нут': '45 г', 'Лимонный сок': '5 мл', 'Чеснок': '2 г', 'Инжир': '40 г', 'Грецкие орехи': '10 г', 'Свежий имбирь': '3 г', 'Оливковое масло': '10 мл', 'Карри': '2 г'}","['Закуски', 'Арабская кухня', 'Веганская еда']",https://eda.ru/recepty/zakuski/humus-s-inzhirom-137780,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150123012635/191118082959/p_O.jpg
Манакиш,"{'Пшеничная мука': '3 стакана', 'Оливковое масло': '2 столовые ложки', 'Куриное яйцо': '1 штука', 'Йогурт': '½ стакана', 'Сухие дрожжи': '2 чайные ложки', 'Пекарский порошок': '2 столовые ложки', 'Сахар': '1 чайная ложка', 'Соль': '1 столовая ложка', 'Сыр сулугуни': '250 г', 'Адыгейский сыр': '250 г'}","['Закуски', 'Арабская кухня']",https://eda.ru/recepty/zakuski/manakish-125990,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214154946/181025171531/p_O.jpg
Рагу по‑карибски,"{'Масло канолы': '3 столовые ложки', 'Бычий хвост': '1 кг', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Томатная паста': '3 столовые ложки', 'Тертый имбирь': '1 столовая ложка', 'Репчатый лук': '2 головки', 'Морковь': '1 штука', 'Стебель сельдерея': '1 г', 'Пшеничная мука': '2 столовые ложки', 'Говяжий бульон': '4 стакана', 'Гвоздика': '1 штука', 'Чабрец': '4 стебля', 'Светло-коричневый сахар': '1 столовая ложка', 'Вустерширский соус': '1 столовая ложка', 'Зеленый салат': '4 стебля', 'Рис': 'по вкусу'}","['Пошаговые рецепты', 'Основные блюда', 'Карибская кухня']",https://eda.ru/recepty/osnovnye-blyuda/ragu-po-karibski-54287,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/DefaultRecipePhoto/no-photo.png
Гавайская смесь,"{'Рис': '1 стакан', 'Консервированная кукуруза': '1 банка', 'Зеленый горошек': '1 банка', 'Соль': 'по вкусу', 'Зелень': 'по вкусу', 'Приправы': 'по вкусу', 'Сладкий перец': '2 штуки'}","['Основные блюда', 'Карибская кухня']",https://eda.ru/recepty/osnovnye-blyuda/gavajskaja-smes-45374,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/140702130221/140713092242/p_O.jpg
Банановое мороженое с корицей,"{'Бананы': '2 штуки', 'Лимонный сок': '1 чайная ложка', 'Молотая корица': '½ чайной ложки', 'Ванильное мороженое': '500 г'}","['Выпечка и десерты', 'Карибская кухня', 'Детское меню']",https://eda.ru/recepty/vypechka-deserty/bananovoe-morozhenoe-s-koricej-28195,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083136/120214141726/p_O.jpg
Курица с рисом и овощами по‑креольски,"{'Репчатый лук': '1 головка', 'Чеснок': '2 зубчика', 'Сельдерей': '100 г', 'Сладкий перец': '2 штуки', 'Курица': '500 г', 'Тигровые креветки': '16 штук', 'Растительное масло': '2 столовые ложки', 'Петрушка': '1 пучок', 'Рис': '350 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Лавровый лист': '1 штука', 'Куриный бульон': '400 мл', 'Лимонный сок': '4 столовые ложки'}","['Основные блюда', 'Карибская кухня']",https://eda.ru/recepty/osnovnye-blyuda/kurica-s-risom-ovoschami-po-kreolski-23964,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214125956/120214130237/p_O.jpg
Рождественский пунш бумбо с темным ромом и…,"{'Темный ром': '240 мл', 'Гренадин': '120 столовых ложек', 'Апельсиновый сок': '120 мл', 'Тростниковый сахар': '8 чайных ложек', 'Молотый мускатный орех': 'щепотка', 'Молотая корица': 'щепотка', 'Сок лайма': '120 мл'}","['Напитки', 'Карибская кухня']",https://eda.ru/recepty/napitki/rozhdestvenskij-punsh-bumbo-s-temnim-romom-grenadinom-20477,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120213183611/120213183804/p_O.jpg
Карибский фасолевый суп,"{'Сухая красная фасоль': '½ кг', 'Репчатый лук': '2 штуки', 'Морковь': '2 штуки', 'Стебель сельдерея с листьями': '2 штуки', 'Сушеный орегано': '1 столовая ложка', 'Свиная грудинка': '3 штуки', 'Сухой херес': '100 мл', 'Семена тмина': '1 столовая ложка', 'Консервированные помидоры кусочками': '2 банки', 'Лимон': '½ штуки', 'Лук-шалот': '50 г', 'Авокадо': '1 штука', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Молотый кориандр': 'по вкусу', 'Молотый перец чили': 'по вкусу'}","['Супы', 'Карибская кухня']",https://eda.ru/recepty/supy/karibskij-fasolevij-sup-30047,Карибская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214154946/120214155205/p_O.jpg
Пинаколада со светлым ромом,"{'Светлый ром': '60 мл', 'Ананасовый сок': '90 мл', 'Кокосовый крем': '60 мл'}","['Напитки', 'Карибская кухня']",https://eda.ru/recepty/napitki/pinakolada-so-svetlim-romom-29043,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214142532/120214153815/p_O.jpg
Грог ямайский,"{'Темный ром': '45 мл', 'Вода': '150 мл', 'Сахар': '1 чайная ложка', 'Лимон': '1 кусок', 'Гвоздика': 'по вкусу'}","['Напитки', 'Карибская кухня']",https://eda.ru/recepty/napitki/grog-jamajskij-23089,Карибская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214124236/120214124620/p_O.jpg
Мамалыга по‑ямайски (кукурузная каша),"{'Молоко': '4 стакана', 'Кукурузная мука': '1 стакан', 'Соль': 'по вкусу', 'Сгущенное молоко': '50 г', 'Кокосовое молоко': '50 мл', 'Молотая корица': 'щепотка', 'Сливки 33%-ные': '1 стакан', 'Ванильная эссенция': '2 чайные ложки', 'Молотый мускатный орех': 'щепотка', 'Цукаты': '½ стакана'}","['Закуски', 'Карибская кухня']",https://eda.ru/recepty/zakuski/mamaliga-po-jamajski-kukuruznaja-kasha-30068,Карибская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214154946/120214155250/p_O.jpg
Соус рыбный,"{'Сливочное масло': '1 столовая ложка', 'Рыбный бульон': '100 мл', 'Пшеничная мука': '1 столовая ложка', 'Репчатый лук': '1 штука', 'Морковь': '1 штука', 'Соль': 'по вкусу', 'Томатная паста': '1 столовая ложка', 'Кетчуп': 'по вкусу'}","['Соусы и маринады', 'Карибская кухня']",https://eda.ru/recepty/sousy-marinady/sous-ribnij-14678,Карибская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213190507/120214122717/p_O.jpg
Карибский карри из козлятины,"{'Козленок': '600 г', 'Репчатый лук': '3 головки', 'Карри': '3 столовые ложки', 'Соль': 'по вкусу', 'Мясной бульон': '500 мл'}","['Основные блюда', 'Карибская кухня']",https://eda.ru/recepty/osnovnye-blyuda/karibskij-karri-iz-kozljatini-24984,Карибская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213175022/120214131947/p_O.jpg
"Десерт из манго, клубники и текилы","{'Клубника': '300 г', 'Манго': '2 штуки', 'Сахар': '2 столовые ложки', 'Тертая цедра лайма': '1 чайная ложка', 'Текила': '1,5 столовые ложки', 'Сок лайма': '2 столовые ложки', 'Апельсиновый ликер': '1,5 столовые ложки'}","['Выпечка и десерты', 'Карибская кухня']",https://eda.ru/recepty/vypechka-deserty/desert-iz-mango-klubniki-tekili-27929,Карибская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214140918/120214141349/p_O.jpg
Ананас с соусом из манго и рома,"{'Манго': '1 штука', 'Темный ром': '1,5 столовые ложки', 'Сок лайма': '1,5 столовые ложки', 'Сахар': 'по вкусу', 'Тертая цедра лайма': '1 чайная ложка', 'Ананас': '1 штука'}","['Выпечка и десерты', 'Карибская кухня']",https://eda.ru/recepty/vypechka-deserty/ananas-s-sousom-iz-mango-roma-28192,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083110/120214141726/p_O.jpg
Клубничный соус с текилой,"{'Клубника': '600 г', 'Сахарная пудра': '½ стакана', 'Сок лайма': '¼ стакана', 'Текила': '2 столовые ложки', 'Апельсиновый ликер': '1 столовая ложка'}","['Выпечка и десерты', 'Карибская кухня']",https://eda.ru/recepty/vypechka-deserty/klubnichnij-sous-s-tekiloj-28463,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214141717/120214142233/p_O.jpg
Суп с зеленой фасолью и помидорами,"{'Картофель': '250 г', 'Помидоры': '1,5 кг', 'Оливковое масло': '2 столовые ложки', 'Петрушка': '1 стебель', 'Лавровый лист': '1 штука', 'Сода': '¼ чайной ложки', 'Соль': 'по вкусу', 'Зеленая стручковая фасоль': '250 г'}","['Супы', 'Карибская кухня', 'Веганская еда']",https://eda.ru/recepty/supy/sup-s-zelenoj-fasolju-pomidorami-15862,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/DefaultRecipePhoto/no-photo.png
Ананасово-кокосовый шербет,"{'Сахар': '½ стакана', 'Кокосовое молоко': '½ стакана', 'Корень имбиря': '1 кусок', 'Ананас': '1,5 кг', 'Сок лайма': '2 чайные ложки'}","['Выпечка и десерты', 'Карибская кухня']",https://eda.ru/recepty/vypechka-deserty/ananasovo-kokosovij-sherbet-28141,Карибская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/DefaultRecipePhoto/no-photo.png
